Unnamed: 0,statement,status
1603,so the name means â€œscarecrow on farmland.â€œâ€,Normal
1604,death is puki ayyyy,Normal
1605,break dance dos jumil no rtk ',Normal
1606,"Shame, gay fudida",Normal
1607,The principle of dp in repayment? Think keriðŸ™‚,Normal
1608,"I'm waiting for Mark's aura on tiktok, the theme is divorce. The last time I read it was up to part 6 and damn it, I forgot to follow anjir account. look in the like section, it's also covered with other videos astagfirullah",Normal
1609,Memories Panga,Normal
1610,BECAUSE THE LYSN NOTIFIC NEVER ENTERED YESTERDAY ECHAN'S CHAT WAS NEGLECTED,Normal
1611,The pain of body and soul I look back at the story of qabil kushry qabil igam ni Allahuu '€,Normal
1612,"Allah has written in His notebook, Verily My mercy overcomes My wrath. (Sahih Muslim)",Normal
1613,morning ol,Normal
1614,â€œhappy workingâ€ eyyy I just feel like getting angry,Normal
1615,only holiday on red date is real,Normal
1616,very proud of dreamiesðŸ¥º,Normal
1617,Plump wrong level remind yana moving house hahahahahah really embarrassing,Normal
1618,"Because I was asked about the block leave plan, I was really looking at the date and I just noticed that throughout June - October there is a 5-day red date every Tuesday. So in the next 5 months there will be 5 tight Mondays, huwaw",Normal
1619,109 more followers I can SpacesðŸ™,Normal
1620,"I just realized that yesterday I haven't eaten at all all day! Just drinking water with Milo, I'm so busy taking care of my merchandise .. Well, like this, I've always been used to holding back hunger, so it's like fasting/tirakat that wasn't intentional wkwkw",Normal
1621,"dicen que hierva mala nunca, y jyp mmmmm",Normal
1622,"So? No...You said you wanted peace, didn't you? Don't create hope. Don't try, you know in the end you won't be able to.",Normal
1623,It took up to 2 hours,Normal
1624,"already in the shower, booommm",Normal
1625,SetsuYuu supremacy,Normal
1626,Where's my mood?,Normal
1627,Oh Allah! Thanks you a lot,Normal
1628,Alhamdulillaaah. Oh my god I'm so tired wkkw,Normal
1629,"What is the ruling on selling fake goods, lift 10, sell 90?",Normal
1630,I want to go down as much as possible :(,Normal
1631,"Duh, I hope it doesn't get fixed mtk sjjsjd",Normal
1632,Hiks want to watch but whereaaa seezn doesn't want to be friends with me,Normal
1633,"He was directed wrongly, left as he pleased. You bastard!",Normal
1634,Oops I'm so dizzy I want this day to end,Normal
1635,"drop the used ocrp acc, that's healthy. verify all..#zonauang #zonaba",Normal
1636,"""Conspiracy theories are of great interest to those who have trouble understanding a complicated world and don't have the patience for non-dramatic explanations.""",Normal
1637,What the heck is this!,Normal
1638,really canceled qaqa this famous author,Normal
1639,I'm really tired of talking to people who insist but it's wrong,Normal
1640,"Early in the morning, after the duck ride, I want to share this CPO chart, it looks interesting #chart #mbahnasip",Normal
1641,His body is all sore.. Enter the pms time like this. I hope I don't have my period until Eid,Normal
1642,"Have you ever thought about someone because you missed someone, and didn't realize you were crying. Then the next day that person chatted suddenly, how did you react?",Normal
1643,"If you sell the album, you will lose 20% but the condition is still sealed, do you think it will sell? I want to order another album set that has a box, because",Normal
1644,"Is it late? .Ava month, let's be mutual, help like/rt it~~ eomma fb later ^^",Normal
1645,"I want to rest but I'm lazy, but I want to rest but I'm lazy, haha, it's not that bad",Normal
1646,I wanna make you food,Normal
1647,WKWKWKWKWKKK I'M THE LAUGHEST PART OF LAUGHING YAAA,Normal
1648,I don't like fickle men,Normal
1649,"Jazakumullah khairan, LFU, Orphan House. The admin is friendly too. ️",Normal
1650,when will i not sleep?,Normal
1651,my mood playing twt has gone down again,Normal
1652,morning. Has anyone woken up yet?,Normal
1653,Yeayy I have no limit,Normal
1654,As if in pain but not aware,Normal
1655,Ordinary people thought of targets as exhausting burdens. Extraordinary people turn burdens into exciting targets!,Normal
1656,"I'm ugly like this, I've never been in a relationship hehe",Normal
1657,"Seriously crazy.. looking at SG, old friends or new friends are jealous and insecure.. AAAAAAAAAAAAAAA",Normal
1658,"imagine you want to commit suicide, but you don't want suicide",Normal
1659,Powercauplebrasil,Normal
1660,"A lot of work but planned, it's okay. .A lot of work but no design, that's not good.",Normal
1661,fvvvv i really like jibeom,Normal
1662,"OVERWHELMED!!!!! I want to burst my head, taste",Normal
1663,This year Argentina is hot favorite,Normal
1664,"If you want to buy gasoline, you have money ready in your jacket pocket, when you arrive at the gas station, usually the money is not there, the big ones run away, the small ones don't do good :(",Normal
1665,"I was crying last night before going to bed, random feeling, I don't know why 24 years of life doesn't seem like there's anything to make my parents happy",Normal
1666,One really becomes strong.. when one wants to protect someone precious..(Haku - Naruto),Normal
1667,Just woke up,Normal
1668,"Just keep on blaming me, as if in this relationship you're the only one struggling alone!",Normal
1669,"At the end, please give a room at the tailor to sew your own raya clothes... just flatter him.. aieee I want to ask everyone.... doc, I understand......",Normal
1670,no bath all for sure,Normal
1671,You are only my lover friend,Normal
1672,what time is mv dreamies released?,Normal
1673,long time no online mare HSHSHXHDJAJKABFBWKAKGD,Normal
1674,"Delivery is again overloaded, where the package has not arrived at the drop point.",Normal
1675,still go up,Normal
1676,Poor Bert.,Normal
1677,oh my sad,Normal
1678,We need to love each others,Normal
1679,"The dream is weird. but glad too see you mii. In my dream, I still think you're just smiling, haha, be patient, I have a friend, my cake",Normal
1680,"His name has a new life, I really don't want to ride with my parents or in-laws... let me be independent hehehe",Normal
1681,Egg is good,Normal
1682,We love messi & maradona,Normal
1683,"Minal aidzin walfaidzin, please make it Halalin, don't play with it",Normal
1684,have you had breakfast yet?,Normal
1685,Morning '•. What scorpion partner? Yup that's right he is a scorpion queen °,Normal
1686,"â kebo kebo what makes you tired? No need to answer right away, let's be mutual hayukkk -ava jaemin",Normal
1687,"Seeing the sunny weather this morning after it rained for 4 days, mothers were excited to take out the laundry and take action, after that they smiled with relief looking at the clothesline in the hot sun and ""Let's sunbathe"" don't get vitamin D deficiency the cost of treating covid is ""expensive"" he said ðŸ ❤",Normal
1688,"Alhamdulillah, this year I feel like Eid with my family again",Normal
1689,"I was told by my aunt to persuade her child to enter the department she wanted.... Well, auntie, it didn't work, how about me :(",Normal
1690,"Never met but dream of holding hands, you're stupid ™ƒ",Normal
1691,"I didn't wake up, I was a bit surprised to see the clock I thought it was 8 o'clock, apparently it's still 7 o'clock and ended up dizzy and unsteady ™ƒ. I do have low blood pressure",Normal
1692,"If he doesn't want it, then you don't have to force it",Normal
1693,Kde dil de Warke fol ve utte. Mera naan ta nhi likhya.Kde dil de Warke fol â â,Normal
1694,"if there was a man who said to me like this: ""I'm ready to wait for you until your education is finished"".. sksk how happy my heart is",Normal
1695,morning,Normal
1696,25 years old is still alive! amen,Normal
1697,"""Tired of fighting because of low menstruation"" ..-___-",Normal
1698,Wild boar and siti organization dogs roam a lot,Normal
1699,I'm so happy my son is back,Normal
1700,lrt. astagfirullah geto which is not geto,Normal
1701,"Hurry up today, hurry up the day ends",Normal
1702,jyp hizo el maradona challenge fua un grande,Normal
1703,"Oh my God, can I ask for kula saget or sedela stuff, just as much as it is dinten mboten nopo.",Normal
1704,"In the afternoon, the intention to skip guidance is getting bigger",Normal
1705,beautiful beach in kuta tonight,Normal
1706,good morning my best friend cenahhhhh......ah it's ticklish already....,Normal
1707,"For balance, I will close this afternoon / evening or not tomorrow, my goals are 100 who join because 'Ž",Normal
1708,Sukuna megumi fanart scattered on teel and im not complaining ©,Normal
1709,Tintin,Normal
1710,Moots pray for me that I can finish the au!,Normal
1711,"I'm really sorry, those who feel 08l are below my bub huh",Normal
1712,"{mu} anxiety, stress, selfharm affect your face or not? I'm afraid that skincare is already expensive, why is my face suddenly?",Normal
1713,"A person's mouth is the storehouse of their treasury and their lips are the key, and their teeth are their claws. When someone opens the door of his convenience store, it will be clear to you the good and the bad",Normal
1714,The team is fasting but doesn't have sahur ...,Normal
1715,Late isn't it? .Niki juseyo,Normal
1716,"just after school, I'm so tired «",Normal
1717,come on bismillah.,Normal
1718,Either it's not cool or I don't meet physical standards :),Normal
1719,"I'm really touched that dreamies got to this point thank you all who have supported dreamies, thank you also for the 7 dreams that are still surviving and struggling with sijeuni, ah, I'm touched. Let's make this kambek a success",Normal
1720,I really can't control my emotions,Normal
1721,Just say you want to be thick.. It's amused to read.,Normal
1722,I want to buy Jisung's version of the jewel case but my wallet is screaming and hasn't been filled yet,Normal
1723,AWESOME DREAMIES '–,Normal
1724,deseo pene,Normal
1725,Bgsd I'm ashamed of myself,Normal
1726,Hope all is well,Normal
1727,"This time, just lie down at the camping site until it opens",Normal
1728,"Other people are busy for narrowing, UIA is busy for class.",Normal
1729,"I often get ghosted by people now, so I follow people ghosting haha",Normal
1730,"IT WAS VERY FUN, HEARDING THE LECTURE ABOUT DELIVERY WKWKWKWK MASYAALLAH",Normal
1731,"guys, the right one is 1.71 not 1.7l TRY TO CHECK THE TEMPLETE FIRST",Normal
1732,3 days spend Vicenzo story. The ending is worth itðŸ'¯ are you satisfied or not. Now back to business,Normal
1733,Wow - 10/10,Normal
1734,delicious?,Normal
1735,"If you invite someone to interact and they respond in an unpleasant way, don't immediately swear on something bad, bro. It could be that he's in a bad mood, and you happen to be the one who invites him to interact. If he intends to reply sufficiently, he will reply because you ask a lot of questions. :)",Normal
1736,"[Cm] guys, I'm in smt 6 and I'm an intern, have the privilege to be able to go to s2 starting from smt 7, so I graduated from smt 9 already finished s2. It's time and cost-effective (I don't have any problems with costs). But I'm confused whether to take it or not, as long as master's degree can't be while working, you have to go to full college. Tp (cont)",Normal
1737,"From: your beauty. To: my dear..Open Message:.Thr this beauty of yours is given, because money can be found but a partner like me who really likes to make noise, is angry, and wants to fight is very difficult to get.",Normal
1738,"If there is a young man with an uneasy expression on his face and feelings, it is certain that he might be a student",Normal
1739,"Aduu this Lebaran can't get together again, this year we also don't gather. Oh my goodness, where are you afraid that the virus is getting fiercer, wehh",Normal
1740,How come lalamove is cheap now????,Normal
1741,"Whether it's the jealousy that has been feeling sad for a long time. Or the longing that has been shy for a long time, then?",Normal
1742,"I want to make a cireng, my holiday is very productive",Normal
1743,"Set the iron for raya clothes, mom!",Normal
1744,How do you pin that person's tweet?,Normal
1745,AAAAH SARAH #SPACEMUNDINHO,Normal
1746,Let's just say LDR is a loyalty test,Normal
1747,"I was vaccinated, how did it taste?",Normal
1748,Why am I always good at humiliating myself,Normal
1749,Remember when jangjun admires seungmin ass,Normal
1750,The penis is still early in the morning,Normal
1751,we have to connect to get connected power,Normal
1752,"Just because you see I'm strong enough to handle pain, doesn't mean I deserve to be hurt.",Normal
1753,Ni-ki template dong,Normal
1754,"I swear I'm afraid of baper with Twitter kids, I'm a little doubtful about that",Normal
1755,Women with all their fragility and complexity.,Normal
1756,"good morning bestie, excited for today",Normal
1757,"""The fetus is only 2 months old and has kicked."" . Between you crying and you laughing",Normal
1758,read bio awwwwwww,Normal
1759,Sleepy and not in the mood to work,Normal
1760,debt,Normal
1761,"Hi, I'm opening a special ress..Viu,canva,vsco,lr,netflix,disney,scribd,ytb prem..price is below from other fh..anyone want to join? #zonauang #zonajajan #zonaba",Normal
1762,Kuan's our tp will start now!..ORENCH LANG SAKALAM,Normal
1763,"Actually, it feels really weird in the stomach someone is kicking. Sometimes it's surprising. This is what it feels like to be pregnant Alhamdulillah, I feel pregnant, given fast sustenance by Allah. Although at first I was surprised how come it was already line 2 £",Normal
1764,"Bismillah, a pleasant miracle happened to me today, amen... Because nothing is impossible for YOU O Lord",Normal
1765,Change battery,Normal
1766,All this time I thought mew kissed his shoulder gulfðŸ¤£,Normal
1767,sorry @ my family who have heard me falling down feelin up you want it,Normal
1768,Now I just live what's in front of my eyes.... Don't complicate the point,Normal
1769,Yeah babe I will coming and I am excited,Normal
1770,"I'm so tired, aren't you?",Normal
1771,this month i like it i bought it hahaha,Normal
1772,Has anyone rented a core i7 laptop with 16gb ram solo area for personal use for 2 weeks? Do you know what store/are there students who are willing to rent out lptp? I'll dm for details -11fess,Normal
1773,Hope is a good thing may be the best of things and no good thing ever dies,Normal
1774,Aaaaa turn on with guy who is good at cooking ° can you be my husband? Ha ha,Normal
1775,let's clean up first so we can relax later in the afternoon '‹,Normal
1776,Purple has not been used since the green-green merger.,Normal
1777,come back,Normal
1778,Who here has 100% exchanged to Telegram instead of using WhatsApp. Anyone?,Normal
1779,Selfie competition keeps you sleepy ad nd y,Normal
1780,those who have memes are tight for dong,Normal
1781,Oh ho I got scolarship,Normal
1782,"Listening to fengding, even onmic asw",Normal
1783,I don't understand this world.. the old t-shirts are used as crop tops,Normal
1784,OH GOD JONGIN HOW IS IT MORE CUTE BESTIE,Normal
1785,I got GPA 5.00,Normal
1786,"Excuse me, can the green account please tag me? thanks in advanceðŸ¥ºðŸ'—..#zonauang #zonaba",Normal
1787,"Geology is bad, bro?",Normal
1788,"I'm excited to buy glass from outside the city.. There's a guarantee, but it's still slow when you have to switch goods. Easy safe",Normal
1789,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh wanari hhhhhhhhhhhhhhhhhhhhhhhhhhh,Normal
1790,"want to win at the stall, bro",Normal
1791,The most absurd dream for this time,Normal
1792,I'm late pls ouch,Normal
1793,"neng butt vaccine injection by gk jane? ben iso is under arrest, loro ne",Normal
1794,"*Ninja techniques*..At 6:30 .Beta 7 bj gye uth ja, late hojayega ..-Ruthe ho to bs itna kehti . ""Kya hua is just getting tired, lattice ne kuch kaha?, mummy ko ni btayega?"". and your mood get changed ..-Har bimari ka maa ke pass ilaaz hota ..-Emotional Atyachar .Bhaisaab sare kam karwaleti",Normal
1795,I saw it and I wanted to eat myself,Normal
1796,just woke up hehe,Normal
1797,Ninaj technique in life,Normal
1798,"MOOTS DON'T FORGET TO TAP HEART ON VLIVE YAAAAAA, I BEG U",Normal
1799,Ya Allah let our brothers and sisters enjoy the end of Ramadan solemnly and let them welcome Eid Al-Fitr happily... .Show victory on the winning Eid Al-Fitr. #MasjidAlAqsa #SavePalestine,Normal
1800,whatever lahhh lazy to get to know,Normal
1801,"if after this you don't fix the real unit, you're really stupid",Normal
1802,"O Allah, life's toughest trial",Normal
1803,JYO TIESOO?????,Normal
1804,"I'm hungry, I'll eat first, bestieðŸ˜—",Normal
1805,I don't have any fear and I feel like I just hit the limit yesterday ”ðŸ– »,Normal
1806,"anchor. I dreamed of being in the same dorm as Changbin and Chan. Then I took a very long nap and was dazed. When I woke up, I saw the sky was clear. Then, I intend to go out to vlog. Then I asked Changbin ""it's morning right"" He replied ""yes"".. That's it.. Go out...",Normal
1807,"The main key is being able to survive online lectures, being honest with yourself and having friends to talk to, the point is you can't hold on to problems so you don't feel the stupidest in class, even though a lot of other people also feel the same thing, they just know how to cover it up.",Normal
1808,luckily mom thought I was just commenting with bing ahahahaha °,Normal
1809,"Since yesterday, I wanted to do image work, there's a problem, today I want to print out all the lecture notes. I don't see it right away. It's a bother *** this folio, bro, I want to make a fyp. All the old bendes don't show anymore ughhhhh",Normal
1810,this is the first time I feel like a normal girl,Normal
1811,Uwu uwu i miss dongkyu :(( .Where are you :((,Normal
1812,G-Dragon's childhood friend is Super Junior's Kangin,Normal
1813,Suddenly want blonde hair,Normal
1814,Lucky to have a special voting account,Normal
1815,"having a love triangle relationship between the cave, the bolster, and the mattress feels really comfortable",Normal
1816,really want to go home,Normal
1817,"It's really weird, Toyota Indonesia's marketing director, why don't you want to enter RAV4 because there is a fortuner, wow, what's wrong with these people, don't you understand cars?",Normal
1818,Why do you want wts to use the wtb tag tooðŸ˜',Normal
1819,Good morning everyone! â,Normal
1820,Select.1.2.3.4.5.6.7.1.7.2,Normal
1821,This is the first time facing Pisces. Extro paraaaah.,Normal
1822,just woke up :( good morning mootssðŸ ™,Normal
1823,"It's enough for the THR to be divided, don't worry about your heart, okay?",Normal
1824,new layout from my boyfriend,Normal
1825,It's so lazy,Normal
1826,YEUAIPIIIIII,Normal
1827,Did tika succeed not being tempted by po in this cb...,Normal
1828,ooo teu nyaho that's okay,Normal
1829, anjayy new emoticon,Normal
1830,marie looking for friends lgie,Normal
1831,We are a pair of shoes. Always together can't be together. We die like soulless. Move because of human feet,Normal
1832,"Why did au au renhyuck end, oh God",Normal
1833,ah pota midterm exam na sarap mamatai tho,Normal
1834,watching nano which is s2 hours is ok or not?,Normal
1835,"Just come, let's have sahur, melbu kerjo, take my motorbike, let's take a pill",Normal
1836,hi i just woke up,Normal
1837,"Dreamies, your dreamzens are really cool",Normal
1838,"HAHAHAHAHA joke weh latest runningman. People have to spend a credit card on the member or member they choose, people will forget that if we spend the money card, the card owner will get an SMS",Normal
1839,"Regret of people playing stocks/crypto “yes, I bought it earlier, then I sold it” ALWAYSSS not in the mouth, not in the heart.",Normal
1840,Yo ? True Team.,Normal
1841,"I just woke up, Seventeen want CB??",Normal
1842,"It's really a gabut that's all day long, it's been 2 years of Eid here, let's see, my friend..",Normal
1843,Tomorrow..,Normal
1844,QRT A photo of you being hit by poverty,Normal
1845,How long does the 1 liter strabucks tabe gais last?,Normal
1846,The best way to keep making steps towards success is to always renew DREAMS.,Normal
1847,Sangu river,Normal
1848,Alhamdulillah sustenance °,Normal
1849,Alhamdulillah for everything,Normal
1850,It's worth not buying an airpod pro. But already bought. Huwaaa,Normal
1851,Green day is love,Normal
1852,21 guns is a love,Normal
1853,"It's getting worse and worse, I suddenly feel swelled",Normal
1854,Sleepy,Normal
1855,"The ban on going home is not the same as the ban on going abroad. Except, abroad it is regulated by the country.",Normal
1856,Kek there is something I forgot.. but what......,Normal
1857,"At the age of 25, I am still strong in living my life with all its problems. Thank God",Normal
1858,"For sure, those who sell hampers will be happy because they get orders. Admission fee. Yes, I'll be happy if it's me. Those who receive it will also be happy because they get attention from their family, friends or colleagues. Have fun with it.",Normal
1859,are you on vacation?,Normal
1860,"my college friend wish bday 'happy birthday sir korcam', so remember when KKN was the korcam (district coordinator) haha, miss college",Normal
1861,"I don't know this poor person, people are busy protesting this!!",Normal
1862,what's happier than waking up and seeing dreamies million seller,Normal
1863,We love you tooo,Normal
1864,"myy, does anyone have a list, is it okay to vote on ih3art (no salty yaa) thanks bf!",Normal
1865,These people are very careful,Normal
1866,morning morning mc,Normal
1867,Like you want to fool yourself,Normal
1868,where are you?,Normal
1869,"Come on, just want a drama",Normal
1870,"Keaknya start to need to take health insurance, while still young, right...",Normal
1871,The night is still young and gorgeous,Normal
1872,The important thing is the effort 'œ,Normal
1873,yongi has green hair,Normal
1874,"Until now, I'm still amazed by the efforts of kwiz (and iwiz too) for this PU project...Hopefully there will be good news tomorrow.",Normal
1875,can I bru wake up,Normal
1876,Gopoh deeh . Lost phone ©,Normal
1877,Fasting until comeback ™,Normal
1878,"solo booth, it's better if you all go far away sis",Normal
1879,"pen comment: that's a lot of pretentious effort dr 0, blah blah blah. until now, the work is not clear. But after being bullied by netizens, there are many who are fans of him. later we say boomer, the job is pi en ice...",Normal
1880,Oh very. Tired right.,Normal
1881,Pls comeback after announcement sbm dong,Normal
1882,"The most adorable tele bot, bot just to deliver food, bye already",Normal
1883,I'm really proud of you and dreamies it gives me goosebumps â˜,Normal
1884,"hello help tag this account, this sick account",Normal
1885,"When will I have my own business at home, not working with people now. What's on hold",Normal
1886,keep chasing until you die :),Normal
1887,"Trying to experiment again.. if you deact red account, it will be green or not ”",Normal
1888,"Bismillah, I'm doing an order for 150pcs burgers for tonight, tomorrow 70pcs, Wednesday 100pcs. smooth, good luck amen",Normal
1889,"â are we mutual? Ava, I'm Jeno, just like it",Normal
1890,"Seriously, I'm really sleepy. but i miss him",Normal
1891,JYP MURIO?,Normal
1892,Eh.. When was the last time [BP] came to MAMA?,Normal
1893,"Mas, the bus is really fast, wooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooood",Normal
1894,Lambert is going back to the gangs to enlist? A little bit,Normal
1895,really cool dreamies 'š,Normal
1896,"I'm sluggish, I don't match or what?",Normal
1897,"ndes. Marina, why does it open the shelves in the afternoon?",Normal
1898,"People who follow me but are non-army, how about they mute my acc . Because how many days I have many RT2 votes, just keep on voting ‚. There must be a lot of spam on people's TL, I'm sorry ™ .#I came to think",Normal
1899,"It's true that dreams of sleeping after dawn are the most random, earlier I dreamed that you were participating in a seblak cooking competition (I don't know why it's been so long) and then we'd like to help vote to collect jelly like voting on the showðŸ¥²",Normal
1900,ni-ki baby,Normal
1901,"Happy Mother's Day to my mother, your mother and our future mothers. Eh",Normal
1902,His father moa again..BUTTEREADY ON BBMAS!!!..I vote 'BTS' #Dynamite for ( Son Sung Deuk ) for #FaveChoreography at #iHeartAwards,Normal
1903,"This morning it was a floppy..Want to find a mutual #anitwt for tl. rep this tweet with anything and I'll hit u up. My card is on profile. Help rt/like dong, thx uðŸ¥°",Normal
1904,Very bad for tgs adh adh,Normal
1905,"IF YOU'RE THE KIND OF PRAISE YOURSELF, IT'S HARD FOR YOU TO KNOW PEOPLE",Normal
1906,Just buy new tires. 4. :',Normal
1907,awiwit ?_?,Normal
1908,"When the one who leaves gives you 100 reasons to cry, show him that you have 1000 reasons to smile.",Normal
1909,kim minjeong <3,Normal
1910,I'm tired of you disappearing haha ​​tai.,Normal
1911,Finally the eyes can be closed after taking a small sip of insect repellent. night..,Normal
1912,I'm late again even though I'm already online class via chat...... bye.,Normal
1913,"Shuta, our din nabuksan!",Normal
1914,"I hope that with 1.71 million sellers of Dreamies, SM will open their eyes to see the potential of Dreamies and not waste it anymore",Normal
1915,"Have you ever panicked, your friend of the opposite sex has changed his attitude towards you, so he looks at you as a girl, not as a friend of the opposite sex.",Normal
1916,"I want to rename inop first, inopcups looks like necstar gasieeee£ðŸ˜£",Normal
1917,SOMEONE GETS FOLIOOOOO,Normal
1918,"Vlive will close in 2022.....Meanwhile I've secured Vlive W1 since I graduated :) because at that time they said the live account would be deleted, that's why I downloaded all of the neighboring lands. Thank God it's safe. I downloaded all of them :) There's a lot bro",Normal
1919,Thank God.,Normal
1920,Indonesian boys don't have medicine,Normal
1921,online / holiday?,Normal
1922,ni-ki handsome,Normal
1923,Dobby is really cute,Normal
1924,"trends for you, why don't you die, I'm tired of pressing drtd",Normal
1925,"How dare he wear a handbag like that when he rides a motorbike. His handbag isn't even cans. Tens of thousands of se. Rege Cirit Belake. But whatever, good luck & always be careful",Normal
1926,GUYS 1.71 NOT 1.7l,Normal
1927,"lrt look at the team, how many pts can you get once you play :)",Normal
1928,"No need to show off about the existing reality. Later, when the harsh reality hits, you will know the feeling. I'm afraid no one will help. Because you were arrogant in the beginning and without realizing it, you hurt people you didn't know who they were.",Normal
1929,ni-ki best boy,Normal
1930,really dizzy,Normal
1931,"bfgfess! .(trusted) Hi, who's fc for gf do you want to see? If it's oot, I'll delete it later ;)",Normal
1932,How many years did I get this year?,Normal
1933,"May 10th, whose birthday is it, I don't remember, I still don't remember. It turns out that my father's birthday is dewe [my mother is the one who remembers]",Normal
1934,"Even when I was on school leave, I didn't ask, it wasn't a mess. I'll ask the person working and look for it using previous data. Mai tang me. A little bit to report. Okay, don't go on vacation. Even my leave got messed up.",Normal
1935,it's on A3! the jp server doesn't watch commercials to get what gems,Normal
1936,honestly i'm not really interested in bdc era pc :< WHAT I INCER EVEN DOWN ANJR VER HAHAHA but still buy hype album yh,Normal
1937,"Friends are those who understand, trust, share, and forgive each other. Those who are always faithful through good times and bad.",Normal
1938,gosh the hospital playlist song sung by bongbom,Normal
1939,"Scriptsweet is individual, yea. Does anyone have a script gang? It's like complaining, asking questions, sempro/trial sessions together, simulations. The one from the beginning of the idea to the end of the graduation. Is it important not to have gangs / minimum thesis circles in class? [cm]",Normal
1940,hey it's not official right? June or not,Normal
1941,"half a million to buy comics, it's like getting scolded",Normal
1942,"Dream of watching Wonpil's musical but live, piri is really there.",Normal
1943,"zoo, can df or1 c4t be eaten with a kitten that is a few months old? Because my cats are 2 adults, 2 kittens. Thank you for wanting to answer",Normal
1944,Changkyun is actually a cat,Normal
1945,"igi boyeahhh for a while, I haven't taken a shower on fb yet",Normal
1946,mark wp the title is crusher don't read the sequel ™,Normal
1947,"THERE ARE NO PRINCIPLES PEOPLE ASK FOR DONATIONS but press the doorbell 5 times!!!! Orphanage people are asking for donations. it is said that my father is not at home all the time! I know I'm very sensitive to the doorbell, I'm still sleeping and dreaming I'm jumping, I KNOW HIM. I'm waiting for you to pick up the package!!!!",Normal
1948,"Yes, you are the most communist manifesto already",Normal
1949,"still admire, even though it doesn't have the potential to have.",Normal
1950,The kite has flown. Wait pigeons come reply,Normal
1951,Can you wash it?,Normal
1952,HBD AMO,Normal
1953,"I've gained weight I thought I was fat, it's you in my heart :)",Normal
1954,I can't sleep when my nose is stuffy,Normal
1955,"Before shooting, fill in the quiver first (Before speaking, fill in the knowledge first).",Normal
1956,In the morning the smell of praying,Normal
1957,"Willing to let himself get hurt because of waiting, for your success",Normal
1958,"/ ss wta how much is the market price for the PC per era, huh? I'm a buyer",Normal
1959,imagine at this hour already have to discuss with people,Normal
1960,A person will be with the person he loves. And you will be with the people you love.,Normal
1961,"Ok. Today, I've seen the number 131 several times. So, Hanbin, what update do you want today?",Normal
1962,I still can't believe that my wishlist for a yellow car has come true,Normal
1963,HI I am here to communicate with you,Normal
1964,"When defeat hits you, don't let it stop you. There is meaning in every problem, adult is one of them.",Normal
1965,tk use plz you if you js gtg,Normal
1966,Visit Showroom PT. Nusantara Jaya Sentosa at NJS AHMAD YANI : Jl. Ahmad Yani no. 259 / 022-7101655 #njs #njscenter #suzukibdg #suzukibandung #nusantarajayasentosa #suzuki #mobil #njsbdg #mobilbdg,Normal
1967,"No need to prove anything, thats enough for mee.",Normal
1968,ooooo so this is skincare an medicine,Normal
1969,"Moots, I want to ask, do you know me, don't you?",Normal
1970,"The funny thing is, it's the wrong thing, even I was blocked by her contact. Hehe",Normal
1971,what game is cool at this hour,Normal
1972,"read ppt for half an hour, read au for an hour......",Normal
1973,"if this is wfh sleeping in noni's room, why is it better than your own room hahaha",Normal
1974,Hopefully Renjun will update at night so I don't miss it,Normal
1975,"There is a feeling of wanting to be able to bring a pickup so that if you buy a lot, you don't go back and forth. My little car is so sad it's full of stuff",Normal
1976,"Waiting for 5 years paid in full, no credit '",Normal
1977,"I suddenly want a self reward by giving hampers to the big YL, hm",Normal
1978,Don't come only when NEEDED. I am not GOD.,Normal
1979,ni-ki brilliant,Normal
1980,"In the middle of carrying out a large stock transaction in the toilet, forgot to turn on the water option above. ..Soo this what i called ..Yup Im in this shit situation",Normal
1981,Happy and sunny Monday °,Normal
1982,"""It's up to you what moves you have, but if you just stay silent, it's the same as you don't have a dream"" (naruto)",Normal
1983,"I'm looking at the advice again, it's really cool, the music is really modern",Normal
1984,don't expect too much sis,Normal
1985,I'm the one who doesn't understand????,Normal
1986,Oh.. denied by pledis,Normal
1987,The face cannot be compromised,Normal
1988,"I'm so proud, oh my God, thank you dreamies for fighting until now 'š",Normal
1989,Boss are good,Normal
1990,What a knock!,Normal
1991,Effort while praying,Normal
1992,That’s my boy Leoooo,Normal
1993,"Doesn't anyone want to win the LA LEAGUE, po?",Normal
1994,How do you stop being stupid?,Normal
1995,Barata,Normal
1996,therapy ne,Normal
1997,"Wes doesn't care, we have to update the news of covid, wkwkwk. It's really funny to talk about this bro",Normal
1998,Garuda tickets have never been friends in the month of Ramadan,Normal
1999,"Is it significant for raya money, huh? I just want to know...",Normal
